Filename,XPath,Suspicious Number,Context 
facport.xml,/ead/archdesc/dsc/c01/c02[5]/c03[7]/did/unittitle, 1855-1932,"<persname>Taylor, F. M. (Fred Manville), 1855-1932.</persname>"
facport.xml,/ead/archdesc/dsc/c01/c02[5]/c03[10]/did/unittitle, 1814-1899,"<persname>Ten Broook, Andrew, 1814-1899.</persname>"
facport.xml,/ead/archdesc/dsc/c01/c02[5]/c03[11]/did/unittitle, 1870-1940,"<persname>Thieme, Hugo Paul, 1870-1940.</persname>"
facport.xml,/ead/archdesc/dsc/c01/c02[5]/c03[12]/did/unittitle, 1854-1919,"<persname>Thomas, Calvin, 1854-1919.</persname>"
facport.xml,/ead/archdesc/dsc/c01/c02[5]/c03[14]/did/unittitle, 1835-1917,"<persname>Thompson, Bradley Martin, 1835-1917.</persname>"
facport.xml,/ead/archdesc/dsc/c01/c02[5]/c03[17]/did/unittitle, 1887-1959,"<persname>Thorpe, Clarence D. (Clarence DeWitt), 1887-1959.</persname>"
facport.xml,/ead/archdesc/dsc/c01/c02[5]/c03[19]/did/unittitle, 1876-1947,"<persname>Tilley, Morris Palmer, 1876-1947.</persname>"
facport.xml,/ead/archdesc/dsc/c01/c02[5]/c03[20]/did/unittitle, 1878-1972,"<persname>Timoshenko, Stephen, 1878-1972.</persname>"
facport.xml,/ead/archdesc/dsc/c01/c02[5]/c03[25]/did/unittitle, 1880-1959,"<persname>Tracy, John Evarts, 1880-1959.</persname>"
facport.xml,/ead/archdesc/dsc/c01/c02[5]/c03[26]/did/unittitle, 1866-1937,"<persname>Trowbridge, P. F. (Perry Fox), 1866-1937.</persname>"
facport.xml,/ead/archdesc/dsc/c01/c02[5]/c03[27]/did/unittitle, 1856-1951,"<persname>Trueblood, Thomas Clarkson, 1856-1951.</persname>"
facport.xml,/ead/archdesc/dsc/c01/c02[5]/c03[29]/did/unittitle, 1835-1900,"<persname>Tyler, Moses Coit, 1835-1900.</persname>"
facport.xml,/ead/archdesc/dsc/c01/c02[5]/c03[31]/did/unittitle, 1885-1959,"<persname>Van den Broek, John Abraham, 1885-1959.</persname>"
facport.xml,/ead/archdesc/dsc/c01/c02[5]/c03[33]/did/unittitle, 1874-1922,"<persname>Van Zwaluwenburg, James Gerrit, 1874-1922.</persname>"
facport.xml,/ead/archdesc/dsc/c01/c02[5]/c03[34]/did/unittitle, 1889-1979,"<persname>Vaughan, Henry Frieze, 1889-1979.</persname>"
facport.xml,/ead/archdesc/dsc/c01/c02[5]/c03[35]/did/unittitle, 1851-1929,"<persname>Vaughan, Victor C. (Victor Clarence), 1851-1929.</persname>"
facport.xml,/ead/archdesc/dsc/c01/c02[5]/c03[37]/did/unittitle, 1834-1924,"<persname>Wade, James Henry, 1834-1924.</persname>"
facport.xml,/ead/archdesc/dsc/c01/c02[5]/c03[40]/did/unittitle, 1864-1928,"<persname>Wagner, Frank Caspar, 1864-1928.</persname>"
facport.xml,/ead/archdesc/dsc/c01/c02[5]/c03[46]/did/unittitle, 1814-1895,"<persname>Walker, Charles Irish, 1814-1895.</persname>"
facport.xml,/ead/archdesc/dsc/c01/c02[5]/c03[50]/did/unittitle, 1875-1963,"<persname>Ward, Marcus Llewellyn, 1875-1963.</persname>"
facport.xml,/ead/archdesc/dsc/c01/c02[5]/c03[51]/did/unittitle, 1866-1931,"<persname>Warthin, Aldred Scott, 1866-1931.</persname>"
facport.xml,/ead/archdesc/dsc/c01/c02[5]/c03[52]/did/unittitle, 1875-1972,"<persname>Waterman, Leroy, 1875-1972.</persname>"
facport.xml,/ead/archdesc/dsc/c01/c02[5]/c03[54]/did/unittitle, 1889-1967,"<persname>Watkins, Herbert Gale, 1889-1967.</persname>"
facport.xml,/ead/archdesc/dsc/c01/c02[5]/c03[56]/did/unittitle, 1838-1880,"<persname>Watson, James Craig, 1838-1880.</persname>"
facport.xml,/ead/archdesc/dsc/c01/c02[5]/c03[57]/did/unittitle, 1848-1925,"<persname>Wead, Charles Kasson, 1848-1925.</persname>"
facport.xml,/ead/archdesc/dsc/c01/c02[5]/c03[59]/did/unittitle, 1892-1970,"<persname>Weaver, Bennet, 1892-1970.</persname>"
facport.xml,/ead/archdesc/dsc/c01/c02[5]/c03[62]/did/unittitle, 1887-1956,"<persname>Weller, Carl Vernon, 1887-1956.</persname>"
facport.xml,/ead/archdesc/dsc/c01/c02[5]/c03[63]/did/unittitle, 1831-1891,"<persname>Wells, William Palmer, 1831-1891.</persname>"
facport.xml,/ead/archdesc/dsc/c01/c02[5]/c03[65]/did/unittitle, 1861-1929,"<persname>Wenley, Robert M. (Robert Mark), 1861-1929.</persname>"
facport.xml,/ead/archdesc/dsc/c01/c02[5]/c03[67]/did/unittitle, 1808-1885,"<persname>Whedon, D. D. (Daniel Denison), 1808-1885.</persname>"
facport.xml,/ead/archdesc/dsc/c01/c02[5]/c03[69]/did/unittitle, 1876-1941,"<persname>Whipple, Guy Montrose, 1876-1941.</persname>"
facport.xml,/ead/archdesc/dsc/c01/c02[5]/c03[70]/did/unittitle, 1884-1956,"<persname>White, Albert Easton, 1884-1956.</persname>"
facport.xml,/ead/archdesc/dsc/c01/c02[5]/c03[71]/did/unittitle, 1832-1918,"<persname>White, Andrew Dickson, 1832-1918.</persname>"
facport.xml,/ead/archdesc/dsc/c01/c02[5]/c03[72]/did/unittitle, 1886-1971,"<persname>White, Lee A., 1886-1971.</persname>"
facport.xml,/ead/archdesc/dsc/c01/c02[5]/c03[73]/did/unittitle, 1857-1944,"<persname>Whitney, Allen Sisson, 1857-1944.</persname>"
facport.xml,/ead/archdesc/dsc/c01/c02[5]/c03[78]/did/unittitle, 1859-1935,"<persname>Wilgus, Horace LaFayette, 1859-1935.</persname>"
facport.xml,/ead/archdesc/dsc/c01/c02[5]/c03[79]/did/unittitle, 1881-1974,"<persname>Willard, Hobart Hurd, 1881-1974.</persname>"
facport.xml,/ead/archdesc/dsc/c01/c02[5]/c03[81]/did/unittitle, 1802-1881,"<persname>Williams, George Palmer, 1802-1881.</persname>"
facport.xml,/ead/archdesc/dsc/c01/c02[5]/c03[82]/did/unittitle, 1901-1956,"<persname>Williams, Mentor Lee, 1901-1956.</persname>"
facport.xml,/ead/archdesc/dsc/c01/c02[5]/c03[83]/did/unittitle, 1870-1956,"<persname>Williams, Neil Hooker, 1870-1956.</persname>"
facport.xml,/ead/archdesc/dsc/c01/c02[5]/c03[85]/did/unittitle, 1877-1933,"<persname>Williamson, Edward Bruce, 1877-1933.</persname>"
facport.xml,/ead/archdesc/dsc/c01/c02[5]/c03[87]/did/unittitle, 1890-1952,"<persname>Wilson, Frank Norman, 1890-1952.</persname>"
facport.xml,/ead/archdesc/dsc/c01/c02[5]/c03[89]/did/unittitle, 1824-1891,"<persname>Winchell, Alexander, 1824-1891.</persname>"
facport.xml,/ead/archdesc/dsc/c01/c02[5]/c03[90]/did/unittitle, 1866-1930,"<persname>Winkler, Max, 1866-1930.</persname>"
facport.xml,/ead/archdesc/dsc/c01/c02[5]/c03[91]/did/unittitle, 1881-1956,"<persname>Winter, John Garrett, 1881-1956.</persname>"
facport.xml,/ead/archdesc/dsc/c01/c02[5]/c03[95]/did/unittitle, 1832-1897,"<persname>Wood, De Volson, 1832-1897.</persname>"
facport.xml,/ead/archdesc/dsc/c01/c02[5]/c03[96]/did/unittitle, 1858-1948,"<persname>Wood, James Craven, 1858-1948.</persname>"
facport.xml,/ead/archdesc/dsc/c01/c02[5]/c03[98]/did/unittitle, 1857-1943,"<persname>Wood, Norman Asa, 1857-1943.</persname>"
facport.xml,/ead/archdesc/dsc/c01/c02[5]/c03[100]/did/unittitle, 1884-1948,"<persname>Woody, Clifford, 1884-1948.</persname>"
facport.xml,/ead/archdesc/dsc/c01/c02[5]/c03[103]/did/unittitle, 1867-1919,"<persname>Wrentmore, Clarence George, 1867-1919.</persname>"
facport.xml,/ead/archdesc/dsc/c01/c02[5]/c03[106]/did/unittitle, 1891-1966,"<persname>Yntema, Hessel Edward, 1891-1966.</persname>"
facport.xml,/ead/archdesc/dsc/c01/c02[5]/c03[107]/did/unittitle, 1879-1945,"<persname>Yoakum, Clarence Stone, 1879-1945.</persname>"
facport.xml,/ead/archdesc/dsc/c01/c02[5]/c03[108]/did/unittitle, 1871-1946,"<persname>Yost, Fielding Harris, 1871-1946.</persname>"
facport.xml,/ead/archdesc/dsc/c01/c02[5]/c03[110]/did/unittitle, 1883-1960,"<persname>Young, Leigh Jarvis, 1883-1960.</persname>"
facport.xml,/ead/archdesc/dsc/c01/c02[5]/c03[113]/did/unittitle, 1853-1928,"<persname>Ziwet, Alexander, 1853-1928.</persname>"
fajansss.xml,/ead/archdesc/dsc/c01[2]/c02[4]/c03[8]/did/unittitle, 1960-2003,"Book 10, 1960-2003"
famlymed.xml,/ead/archdesc/dsc/c01[1]/c02[8]/c03[2]/did/unittitle, 1981-1984,Projections and Plans for the Period 1981-1984
federbush.xml,/ead/archdesc/dsc/c01[2]/c02[3]/did/unittitle, 1972-1980,"Policies and laws, 1972-1980"
federbush.xml,/ead/archdesc/dsc/c01[3]/c02[1]/c03[1]/did/unittitle, 1967-1973,"MHSAA materials, 1967-1973"
federbush.xml,/ead/archdesc/dsc/c01[3]/c02[1]/c03[4]/did/unittitle, 1975-2001,"Correspondence, 1975-2001 scattered, bulk 1970s-1980s"
federbush.xml,/ead/archdesc/dsc/c01[3]/c02[2]/c03[1]/did/unittitle, 1974-2003,"Articles by Federbush, 1974-2003"
federbush.xml,/ead/archdesc/dsc/c01[3]/c02[2]/c03[3]/did/unittitle, 1973-2002,"Correspondence, 1973-2002"
ferguson.xml,/ead/archdesc/dsc/c01[7]/c02[3]/c03[7]/did/unittitle, 1951-1961,Histories of the Court (covering 1951-1961)
ferrydm.xml,/ead/archdesc/dsc/c01[3]/c02[4]/c03[2]/c04[3]/did/unittitle, 1944-1951,General  (primarily 1944-1951)
ficongaa.xml,/ead/archdesc/dsc/c01[8]/c02[2]/did/unittitle, 1947-1952,"The Church News, 1947-1952(scattered)"
finnpubs.xml,/ead/archdesc/dsc/c01[1]/c02[3]/did/unittitle, 1905-1916,"<bibref><title render=""italic"">Lukukirja Amerikan suomalaisille lapsille I [-II].</title> Toimittaneet Alma Haapanen, Lydia Kangas, K.H. Mannerkorpi, Miina Perttula, B.V. Rautanen. [Textbook for Finnish-American Children. Edited by Alma Haapanen, Lydia Kangas, K.H. Mannerkorpi, Miina Perttula, B.V. Rautanen] <imprint>(Hancock, Mich. 1905-1916.)</imprint></bibref>"
finnpubs.xml,/ead/archdesc/dsc/c01[3]/c02[2]/did/unittitle, 1905-1955,"Kolehmainen, John I. <bibref><title render=""italic"">Sow the Golden Seed: A History of the Fitchburg (Massachussetts) Finnish-American Newspaper Raivaaja (The Pioneer) 1905-1955</title>. <imprint>(Fitchburg, Mass. 1955.)</imprint></bibref>"
finnpubs.xml,/ead/archdesc/dsc/c01[8]/c02[23]/did/unittitle, 1891-1941,"<bibref><title render=""italic"">Suomi Kirkko 1891-1941. Fairport Harbor, Ohio. Riemuvuoden julkaisu</title>. [Suomi Church 1891-1941 Fairport Harbor, Ohio. Publication for the Jubilation Year]. <imprint>(Hancock, Mich. 1941.)</imprint></bibref>"
finnpubs.xml,/ead/archdesc/dsc/c01[8]/c02[23]/did/unittitle, 1891-1941,"<bibref><title render=""italic"">Suomi Kirkko 1891-1941. Fairport Harbor, Ohio. Riemuvuoden julkaisu</title>. [Suomi Church 1891-1941 Fairport Harbor, Ohio. Publication for the Jubilation Year]. <imprint>(Hancock, Mich. 1941.)</imprint></bibref>"
fordri.xml,/ead/archdesc/dsc/c01[2]/c02[4]/c03[4]/c04[7]/c05[3]/did/unittitle, 1846-1985,"<title render=""italic"">Photographic Exhibits Changes in Geomorphology, Hydrology, and Land Use on the Zuni Indian Reservation, McKinley and Cibola Counties, NM 1846-1985</title>, Geoscience Consultants"
fordri.xml,/ead/archdesc/dsc/c01[2]/c02[4]/c03[4]/c04[7]/c05[10]/did/unittitle, 1846-1985,"<title render=""italic"">Patterns of Land Use and Environmental Change on the Zuni Indian Reservation, 1846-1985</title>, T.J. Ferguson,"
fordri.xml,/ead/archdesc/dsc/c01[2]/c02[4]/c03[4]/c04[7]/c05[12]/c06[1]/did/unittitle, 1846-1988,"<title render=""italic"">Geomorphology, Hydrology, and Land Use on the Zuni Indian Reservation 1846-1988</title>, Geoscience Consultants, Ltd.,"
fordri.xml,/ead/archdesc/dsc/c01[2]/c02[4]/c03[4]/c04[7]/c05[12]/c06[2]/did/unittitle, 1846-1988,"<title render=""italic"">Land Use and Land Damage on the Zuni Indian Reservation, 1846-1988</title>, T.J. Ferguson,"
fordri.xml,/ead/archdesc/dsc/c01[2]/c02[4]/c03[4]/c04[8]/c05[6]/did/unittitle, 1846-1946,"<title render=""italic"">Range Management on the Zuni Indian Reservation 1846-1946</title>, Thadis W. Box,"
fordwd.xml,/ead/archdesc/dsc/c01[3]/c02[5]/c03[3]/did/unittitle, 1987-1988,[bulk: 1987-1988]
foxisland.xml,/ead/archdesc/dsc/c01[1]/did/unittitle, 2004-2012,Organizational Records  (bulk 2004-2012)
frankena.xml,/ead/archdesc/dsc/c01[4]/c02[20]/did/unittitle, 1930-1960,"""Ethical Theory in America, 1930-1960,"""
frankric.xml,/ead/archdesc/dsc/c01[1]/c02[2]/c03[33]/c04[2]/did/unittitle, 2000-2000,"Project Files, 2000-20001"
gamua.xml,/ead/archdesc/dsc/c01[4]/c02[1]/c03[7]/c04[1]/c05[1]/did/unittitle, 1904-1938,Tribes of 1904-1938
gbassoc.xml,/ead/archdesc/dsc/c01[5]/c02[3]/c03[2]/c04[6]/did/unittitle, 1970-1971,"Construction Photographs of Burnett Plant, 1970-1971. Two 8x10-inch black and white prints and one negative"
gbassoc.xml,/ead/archdesc/dsc/c01[12]/c02[2]/c03[1]/c04[3]/c05/c06[9]/did/unittitle, 1977-1988,"Site Plan Models, 1977-1988. Eight photographic prints on mylar"
gbassoc.xml,/ead/archdesc/dsc/c01[16]/c02[100]/c03[2]/did/unittitle, 1971-1973,"Photographs of construction, 1971-1973, by unknown photographer"
geoum.xml,/ead/archdesc/dsc/c01[1]/c02[1]/did/unittitle, 1974-1989,(primarily 1974-1989)
geoum.xml,/ead/archdesc/dsc/c01[2]/c02[1]/did/unittitle, 1974-1987,(primarily 1974-1987)
gillettg.xml,/ead/archdesc/dsc/c01[2]/c02[2]/did/unittitle, 1860-1951,"and undated, with <persname source=""lcnaf"" normal=""Jensen, Jens, 1860-1951."">Jens Jensen</persname>, originals"
gillettg.xml,/ead/archdesc/dsc/c01[2]/c02[3]/did/unittitle, 1860-1951,"and undated, with <persname source=""lcnaf"" normal=""Jensen, Jens, 1860-1951."">Jens Jensen</persname>"
gmwill.xml,/ead/archdesc/dsc/c01[1]/c02[1]/c03[2]/c04[2]/c05[46]/c06[5]/did/unittitle, 1945-1950,"Violation reports, 1945-1950"
gmwill.xml,/ead/archdesc/dsc/c01[1]/c02[1]/c03[4]/c04[2]/c05[3]/c06[4]/did/unittitle, 1948-1952,"Audit Reports; Progress Report of Various Departments, 1948-1952"
gmwill.xml,/ead/archdesc/dsc/c01[1]/c02[1]/c03[6]/c04[1]/c05[15]/did/unittitle, 1953-1954,"Brag Book (background material), 1953-1954"
gmwill.xml,/ead/archdesc/dsc/c01[1]/c02[1]/c03[8]/c04[2]/c05[59]/c06[5]/did/unittitle, 1955-1956,"Re: Fort Custer Station Hospital, 1955-1956"
gmwill.xml,/ead/archdesc/dsc/c01[1]/c02[1]/c03[8]/c04[2]/c05[93]/c06[3]/did/unittitle, 1953-1956,"Workmen's Compensation Study Committee, 1953-1956"
gmwill.xml,/ead/archdesc/dsc/c01[1]/c02[1]/c03[10]/c04[1]/c05[64]/did/unittitle, 1957-1958,"International Students Day, 1957-1958"
gmwill.xml,/ead/archdesc/dsc/c01[1]/c02[1]/c03[10]/c04[1]/c05[65]/did/unittitle, 1957-1958,"International Students Day, 1957-1958 (11 folders)"
gmwill.xml,/ead/archdesc/dsc/c01[1]/c02[1]/c03[11]/c04[1]/c05[18]/did/unittitle, 1983-1984,[Box number eliminated during the 1983-1984 reprocessing of the Williams Collection]
gmwill.xml,/ead/archdesc/dsc/c01[1]/c02[1]/c03[11]/c04[1]/c05[37]/did/unittitle, 1983-1984,[Box number eliminated during the 1983-1984 reappraisal of the Williams Collection]
gmwill.xml,/ead/archdesc/dsc/c01[1]/c02[1]/c03[11]/c04[1]/c05[117]/did/unittitle, 1983-1984,[Box number eliminated during the 1983-1984 reprocessing of the Williams Collection]
gmwill.xml,/ead/archdesc/dsc/c01[1]/c02[1]/c03[11]/c04[3]/c05/c06[9]/c07[2]/c08[2]/did/unittitle, 1983-1984,[box numbers eliminated during the 1983-1984 reprocessing of the Williams Collection]
gmwill.xml,/ead/archdesc/dsc/c01[1]/c02[1]/c03[11]/c04[3]/c05/c06[9]/c07[2]/c08[3]/did/unittitle, 1983-1984,[box numbers eliminated during the 1983-1984 reprocessing of the Williams Collection]
gmwill.xml,/ead/archdesc/dsc/c01[1]/c02[1]/c03[11]/c04[3]/c05/c06[9]/c07[2]/c08[4]/did/unittitle, 1983-1984,[box numbers eliminated during the 1983-1984 reprocessing of the Williams Collection]
gmwill.xml,/ead/archdesc/dsc/c01[1]/c02[1]/c03[11]/c04[3]/c05/c06[9]/c07[2]/c08[5]/did/unittitle, 1983-1984,[box numbers eliminated during the 1983-1984 reprocessing of the Williams Collection]
gmwill.xml,/ead/archdesc/dsc/c01[1]/c02[1]/c03[11]/c04[3]/c05/c06[9]/c07[2]/c08[6]/did/unittitle, 1983-1984,[box numbers eliminated during the 1983-1984 reprocessing of the Williams Collection]
gmwill.xml,/ead/archdesc/dsc/c01[1]/c02[1]/c03[11]/c04[3]/c05/c06[9]/c07[2]/c08[7]/did/unittitle, 1983-1984,[box numbers eliminated during the 1983-1984 reprocessing of the Williams Collection]
gmwill.xml,/ead/archdesc/dsc/c01[1]/c02[1]/c03[12]/c04[1]/c05[8]/did/unittitle, 1983-1984,[Box number eliminated during the 1983-1984 reprocessing of the Williams Collection]
gmwill.xml,/ead/archdesc/dsc/c01[1]/c02[1]/c03[12]/c04[1]/c05[101]/did/unittitle, 1959-1960,"Task Force for Legislative and Administrative Program, 1959-1960"
gmwill.xml,/ead/archdesc/dsc/c01[1]/c02[1]/c03[12]/c04[2]/c05[3]/did/unittitle, 1983-1984,[Box number eliminated during the 1983-1984 reprocessing of the Williams Collection]
gmwill.xml,/ead/archdesc/dsc/c01[1]/c02[1]/c03[12]/c04[2]/c05[25]/did/unittitle, 1983-1984,[Box number eliminated during the 1983-1984 reprocessing of the Williams Collection]
gmwill.xml,/ead/archdesc/dsc/c01[1]/c02[1]/c03[12]/c04[3]/c05[2]/c06[3]/did/unittitle, 1983-1984,[box numbers eliminated during the 1983-1984 reprocessing of the Williams Collection]
gmwill.xml,/ead/archdesc/dsc/c01[1]/c02[1]/c03[12]/c04[3]/c05[2]/c06[4]/did/unittitle, 1983-1984,[box numbers eliminated during the 1983-1984 reprocessing of the Williams Collection]
gmwill.xml,/ead/archdesc/dsc/c01[1]/c02[1]/c03[12]/c04[3]/c05[2]/c06[5]/did/unittitle, 1983-1984,[box numbers eliminated during the 1983-1984 reprocessing of the Williams Collection]
gmwill.xml,/ead/archdesc/dsc/c01[1]/c02[4]/c03[7]/c04[1]/c05[11]/did/unittitle, 1959-1960,"Policy Development Program, 1959-1960"
gmwill.xml,/ead/archdesc/dsc/c01[1]/c02[4]/c03[7]/c04[3]/c05[9]/did/unittitle, 1959-1960,Miscellaneous correspondence (mainly 1959-1960) [A-Z]
gmwill.xml,/ead/archdesc/dsc/c01[2]/c02[5]/c03[1]/c04[17]/did/unittitle, 1972-1973,"No-Fault, 1972-1973"
goodmang.xml,/ead/archdesc/dsc/c01[7]/c02[1]/did/unittitle, 1943-1945,Company A Classes of 1943-1945/U.S. Army Intelligence Part One
goodmang.xml,/ead/archdesc/dsc/c01[7]/c02[2]/did/unittitle, 1943-1945,Company A Classes of 1943-1945/U.S. Army Intelligence Part Two
granholm.xml,/ead/archdesc/dsc/c01[2]/c02[1]/c03[10]/c04[2]/did/unittitle, 1997-1998,Prevailing Wage  (photocopies from 1997-1998)
granholm.xml,/ead/archdesc/dsc/c01[2]/c02[1]/c03[23]/c04[5]/c05[8]/did/unittitle, 1988-2000,Cemetery Investigations  (photocopies from 1988-2000)
granholm.xml,/ead/archdesc/dsc/c01[2]/c02[1]/c03[52]/c04[28]/did/unittitle, 1999-2003,"University of Michigan/Gratz &amp; Grutter Cases/Amicus Filing, 1999-2003(4 folders)"
granholm.xml,/ead/archdesc/dsc/c01[2]/c02[2]/c03[6]/c04[37]/c05[6]/did/unittitle, 2003-2007,"Proposal 7, Continue Executive Branch Streamlining, 2003-2007`"
granholm.xml,/ead/archdesc/dsc/c01[2]/c02[10]/c03[120]/c04[90]/did/unittitle, 2001-2002,"Documents for Governor, (photocopies from 2001-2002)"
granholm.xml,/ead/archdesc/dsc/c01[8]/c02[8]/c03[1]/c04[10]/did/unittitle, 2002-2003,SB 393 -- Charter Schools  (bulk 2002-2003)
griffinj.xml,/ead/archdesc/dsc/c01[11]/c02[1]/c03[21]/did/unittitle, 1940-1950,"""Prehistoric Chronology Estimates in the Eastern United States and Central Mexico, 1940-1950,"""
griffinj.xml,/ead/archdesc/dsc/c01[11]/c02[1]/c03[70]/did/unittitle, 1949-1955,"Review of <title render=""italic"">Archaeological Survey in the Lower Yazoo Basin, Mississippi, 1949-1955</title> (by Philip Phillips),"
griffinj.xml,/ead/archdesc/dsc/c01[11]/c02[1]/c03[75]/did/unittitle, 1925-1975,"""A Commentary on Some Archaeological Activities in the Mid-Continent, 1925-1975,"""
griffinj.xml,/ead/archdesc/dsc/c01[11]/c02[2]/c03[40]/c04[2]/did/unittitle, 1971-1972,"""Salvage Archaeology in the Middle Fork Reservoir: Excavations at the Collins Site and Indian Springs Mound, 1971-1972,"""
griffinj.xml,/ead/archdesc/dsc/c01[11]/c02[2]/c03[78]/c04/did/unittitle, 6000-1500,"""The Chronology and Relationships of the Earliest Ceramic Complexes in the New World 6000-1500 B.C."" (with Griffin's comments),"
hartphil.xml,/ead/archdesc/dsc/c01[9]/c02[4]/c03[1]/did/unittitle, 1949-1950,"State Securities Commissioner papers, 1949-1950/ candidate for Secretary of State"
hartphil.xml,/ead/archdesc/dsc/c01[11]/c02[3]/c03[98]/did/unittitle, 19750124,"Senator Hart, 19750124 [85193-564]"
hathmary.xml,/ead/archdesc/dsc/c01[2]/did/unittitle, 1981-1990,First Presbyterian  1981-1990
herbarium.xml,/ead/archdesc/dsc/c01[1]/c02[3]/c03[4]/c04[34]/did/unittitle, 19521945,"Dayton, William A., 19521945 U.S. Forest Service"
herbarium.xml,/ead/archdesc/dsc/c01[1]/c02[7]/c03[83]/did/unittitle, 1912-1913,"(Seed coat pigments -- cowpea, 1912-1913)"
herbertj.xml,/ead/archdesc/dsc/c01[5]/c02[4]/did/unittitle, 1954-1960,"Mrs. Imogene Herbert Correspondence, 1954-1960"
heuselt.xml,/ead/archdesc/dsc/c01[6]/c02[4]/did/unittitle, 1968-1970,Board of Education Policies and Administrative Regulations (adopted 1968-1970)
hillegon.xml,/ead/archdesc/dsc/c01[2]/c02[4]/did/unittitle, 1980-1991,"Newsletters (various), 1980-1991: <title render=""italic"">Official News, Legislative Review</title>, and <title render=""italic"">Lansing Diary</title>"
histart.xml,/ead/archdesc/dsc/c01[2]/c02[1]/did/unittitle, 2004-2009,"Department Newsletter, 2004-2009/10"
histpapr.xml,/ead/archdesc/dsc/c01[1]/c02[124]/c03[2]/did/unittitle, 1866-1903,"<title>""Forest Conservation in Michigan, 1866-1903: A Social and Legislative History""</title>,"
histpapr.xml,/ead/archdesc/dsc/c01[2]/c02[29]/c03/did/unittitle, 1874-1894,"<title>""Patterns of land tenure and financing, 1874-1894, Washtenaw County, Michigan""</title>,"
histpapr.xml,/ead/archdesc/dsc/c01[2]/c02[41]/c03/did/unittitle, 1851-1871,"<title>[The Board of Regents, 1851-1871]</title>"
histpapr.xml,/ead/archdesc/dsc/c01[2]/c02[47]/c03/did/unittitle, 1891-1901,"<title>""Adrian, Michigan, 1891-1901: a study in confidence and apprehension""</title>,"
histthes.xml,/ead/archdesc/dsc/c01/c02[2]/c03/did/unittitle, 1919-1920,"<persname>Koenig, Martha Jean.</persname>, <title render=""italic"">Flames of Hysteria: The ""Red"" scare in Detroit, 1919-1920</title>"
histthes.xml,/ead/archdesc/dsc/c01/c02[4]/c03[2]/did/unittitle, 1933-1949,"<persname>Rothschild, Steven B.</persname>, <title render=""italic"">A general history of the Detroit Jewish community: 1933-1949</title>"
histthes.xml,/ead/archdesc/dsc/c01/c02[4]/c03[4]/did/unittitle, 1936-1937,"<persname>Yeghissian, Patricia.</persname>, <title render=""italic"">Emergence of the Red Tams: Women's Emergency Brigade, Flint Sit-down Strike of 1936-1937</title>"
